peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
91.82,1.71,V,33,0,0,4,8,0,0,N,2,3,3
89.42,1.8,V,35,0,5,4,0,0,0,N,1,2,0
82.12,1.66,V,33,0,0,0,9,1,0,N,1,0,0
88.48,1.59,M,47,0,0,4,19,14,0,N,3,3,4
49,1.65,M,21,80,0,0,31,13,0,N,1,3,4
97.79,1.83,V,49,0,0,0,0,0,0,N,2,2,2
83.59,1.8,V,31,0,7,0,0,7,4,N,0,1,3
71.74,1.63,M,59,0,6,1,4,2,0,N,0,0,0
52.02,1.7,M,35,60,0,2,8,1,0,N,2,2,3
71.41,1.68,M,47,0,0,0,0,2,1,N,0,0,0
82.26,1.69,V,52,0,0,2,5,2,0,N,0,0,1
78.27,1.64,M,39,0,0,0,23,19,0,N,0,0,2
70.76,1.61,M,51,0,11,4,2,0,0,N,0,1,1
49.6,1.66,V,53,30,13,0,0,0,0,N,1,2,1
62.36,1.57,M,47,0,17,0,7,0,0,N,0,1,2
82.6,1.73,V,33,0,13,2,0,0,0,N,2,2,2
53.87,1.73,V,72,130,0,0,0,2,0,N,1,2,4
91.71,1.72,V,69,0,0,0,0,0,1,N,2,2,3
56.39,1.77,V,48,130,5,5,2,0,0,N,2,4,4
62.44,1.63,M,48,30,8,5,20,7,1,N,3,4,4
72.24,1.78,V,26,20,11,3,0,0,0,N,2,3,2
58.32,1.8,V,37,50,5,7,7,0,6,N,0,1,1
84.83,1.75,V,35,0,0,3,0,2,0,N,0,1,0
47.24,1.62,M,67,50,8,0,0,0,0,N,0,1,0
85.54,1.7,M,38,0,0,0,0,0,0,N,2,2,1
80.05,1.7,M,18,0,0,3,0,9,0,N,1,1,1
83.4,1.69,V,38,0,0,0,8,8,0,N,2,4,4
85.9,1.73,M,27,0,5,0,15,9,5,N,1,2,0
87.39,1.73,V,42,0,0,1,0,0,0,N,1,3,4
90.98,1.73,M,27,0,0,0,21,10,0,N,0,1,1
94.93,1.77,V,45,0,0,0,19,5,8,N,2,3,2
54.5,1.74,V,53,110,0,3,5,0,3,N,2,4,4
43.25,1.55,M,34,140,0,0,0,0,0,N,1,2,2
71.8,1.61,M,57,0,0,0,0,0,0,N,1,1,1
79.34,1.64,M,27,0,0,7,0,3,0,S,0,1,3
88.82,1.69,M,43,0,9,1,0,0,0,N,2,3,4
90.98,1.73,V,40,0,2,1,8,0,1,S,1,2,3
105.29,1.84,V,35,0,1,1,21,9,0,N,1,2,1
83.8,1.82,V,45,0,21,0,5,9,0,N,0,2,2
92.02,1.8,V,47,0,0,1,0,4,0,N,2,4,4
80.83,1.62,M,41,0,2,5,14,4,0,N,0,0,0
50.8,1.68,M,75,60,0,1,15,15,0,N,3,4,4
73.75,1.62,M,76,0,0,0,12,11,0,N,1,2,1
80.2,1.77,V,55,10,0,1,4,5,0,N,0,2,2
62.09,1.68,M,28,20,12,1,0,2,0,N,1,3,3
97.33,1.72,V,56,0,3,6,8,0,0,N,3,4,4
71.55,1.82,V,49,30,5,1,6,0,0,N,1,0,1
89.67,1.78,V,18,0,11,0,12,10,0,N,1,1,3
47.82,1.63,M,36,130,0,0,10,0,0,N,1,2,1
76.9,1.74,M,32,20,17,0,2,4,0,N,3,3,3
81.87,1.71,V,41,0,12,3,2,5,0,N,2,4,4
82.55,1.67,M,51,0,0,5,0,9,0,N,1,4,3
56.39,1.77,V,64,90,0,2,0,0,0,N,2,3,3
89.4,1.69,M,18,0,0,4,0,0,0,N,2,4,4
89.52,1.76,V,22,0,10,0,9,1,0,N,1,3,4
84.18,1.64,M,58,0,0,0,13,10,0,N,2,2,1
93.36,1.77,V,53,0,0,0,0,2,0,N,2,3,4
88.45,1.8,V,35,0,0,1,0,7,0,N,0,0,0
100.25,1.77,V,34,0,0,0,26,14,0,N,2,4,4
84.22,1.67,M,48,0,2,3,10,7,0,N,3,4,4
77.64,1.57,M,44,0,0,5,11,5,0,N,0,1,2
74.65,1.61,M,66,0,0,0,0,0,0,N,1,3,4
107.57,1.8,V,37,0,0,4,0,0,0,N,3,4,2
54.95,1.61,M,42,30,0,0,5,8,0,S,0,1,1
84.51,1.71,V,70,0,0,2,4,0,0,N,0,0,0
56.39,1.77,V,40,60,0,8,0,2,0,N,1,2,3
74.5,1.64,M,25,0,0,1,0,1,0,N,0,3,4
90.04,1.75,V,49,0,2,2,0,5,0,N,3,3,4
80.85,1.76,V,35,0,0,7,0,9,0,N,0,1,0
49.6,1.66,M,34,60,13,2,0,0,0,S,2,3,3
86.08,1.68,M,75,0,5,3,2,0,0,N,2,1,2
88.16,1.72,V,55,0,7,1,0,0,1,N,2,3,4
73.95,1.68,M,27,0,11,2,0,2,0,N,2,2,1
85,1.73,V,48,0,9,2,0,0,0,N,1,2,3
83.83,1.68,M,42,0,5,4,1,0,0,N,2,2,1
81.13,1.65,M,37,0,17,0,20,9,0,N,2,4,4
97.92,1.72,M,18,0,0,5,11,0,0,N,1,2,2
73.24,1.65,M,52,10,0,2,8,12,0,N,1,1,4
90.07,1.8,V,39,0,0,0,0,0,0,N,0,1,2
78.53,1.66,M,35,0,0,0,0,0,0,N,1,2,0
87.45,1.78,V,23,0,12,0,0,0,0,N,0,0,0
63.76,1.79,V,43,30,8,4,0,0,0,N,1,2,1
97.69,1.75,V,66,0,3,8,5,0,0,N,2,2,4
93.78,1.78,V,31,0,1,1,12,13,8,N,2,3,2
88.72,1.7,V,34,0,0,0,4,0,0,N,1,3,3
92.6,1.72,M,45,0,4,0,27,14,0,N,2,3,4
61.64,1.76,V,49,40,8,5,4,2,0,N,3,4,4
100.14,1.75,V,69,0,1,1,30,25,0,N,3,3,4
86.85,1.71,V,37,0,0,1,17,14,0,S,2,4,3
78.91,1.63,M,30,0,0,1,5,8,0,N,1,1,1
93.35,1.7,M,27,0,0,4,1,3,0,N,1,1,3
94.37,1.72,V,26,0,0,6,16,15,0,N,1,2,2
47.82,1.63,M,51,80,0,1,10,1,0,N,1,3,3
46.08,1.6,M,59,50,35,1,4,5,0,N,1,3,0
55.12,1.75,V,49,60,0,3,0,8,0,S,0,3,2
95.24,1.75,V,20,0,0,6,0,0,0,N,0,0,1
75.32,1.62,M,35,0,0,0,0,2,0,N,1,2,3
85.5,1.72,V,29,0,0,4,0,4,1,N,0,0,0
49,1.65,M,28,50,9,1,0,0,0,N,1,3,3
99.33,1.79,V,29,0,1,0,13,3,0,N,1,1,1
55.76,1.76,V,33,300,0,0,3,4,7,N,2,2,2
55.12,1.75,V,35,60,0,4,0,0,2,N,1,1,0
61.08,1.67,M,30,30,8,0,17,9,0,N,1,2,2
92.3,1.72,V,18,0,0,5,3,0,0,N,1,2,2
89.01,1.7,M,28,0,0,2,0,0,0,N,2,4,4
84.61,1.72,M,42,0,4,3,12,10,2,N,1,3,3
80.42,1.64,M,47,0,0,5,10,10,0,N,0,0,0
50.8,1.68,M,69,70,12,4,0,0,3,N,1,3,4
76.23,1.65,M,36,0,0,2,3,3,0,N,1,3,4
49,1.65,M,20,60,0,4,0,7,4,N,2,4,4
58.63,1.64,M,54,30,3,0,0,0,0,N,2,2,4
58.97,1.81,V,44,50,0,0,0,1,2,N,1,1,0
79.69,1.69,M,46,0,10,3,9,10,0,N,0,0,0
63.12,1.69,V,36,30,0,6,0,0,0,S,0,2,3
72.17,1.76,V,51,20,0,0,0,7,0,N,2,3,3
76.73,1.61,M,26,0,0,2,0,1,0,N,2,4,3
91.57,1.78,V,62,0,0,0,0,0,0,N,1,3,1
71.81,1.64,V,33,0,0,7,3,12,0,N,0,0,0
86.59,1.74,V,48,0,19,4,0,1,0,N,3,4,4
79.93,1.74,V,46,0,14,5,0,0,2,N,0,1,0
102.85,1.79,V,22,0,0,1,11,8,0,N,4,4,3
80.59,1.65,M,40,0,0,9,0,1,6,N,1,1,4
79.01,1.75,V,50,0,8,0,13,14,0,N,0,3,3
88.35,1.77,V,43,0,7,0,11,8,0,N,1,3,4
53.25,1.72,M,18,140,0,3,0,0,0,N,0,0,0
70,1.57,M,46,0,6,6,0,0,8,N,1,1,2
59.62,1.82,V,46,100,0,6,0,1,0,N,0,1,0
77.71,1.66,M,36,0,17,0,2,0,5,N,2,3,3
83.86,1.74,V,51,0,0,0,0,8,0,N,2,3,4
84.83,1.69,V,36,0,0,0,2,2,0,N,1,2,1
74.19,1.57,M,51,0,0,3,5,2,0,N,2,3,3
74.98,1.79,V,59,20,9,1,2,0,0,N,2,3,4
55.76,1.76,V,33,70,9,0,1,0,0,N,0,1,0
82.05,1.74,V,45,0,12,5,0,0,0,N,1,2,3
81.58,1.71,V,35,0,0,2,10,4,0,N,0,1,0
79.22,1.65,M,32,0,10,5,2,0,0,N,1,0,1
92.64,1.74,M,27,0,0,0,10,0,0,S,1,2,2
85.9,1.73,V,65,0,3,0,9,0,5,N,1,1,1
79.24,1.71,M,42,10,0,5,1,0,0,N,0,1,2
96.95,1.76,V,44,0,0,1,0,0,0,N,1,2,3
94.61,1.77,V,37,0,0,2,5,4,6,N,2,3,3
91.88,1.75,V,38,0,0,2,0,0,0,N,1,2,2
83.4,1.69,V,40,0,0,0,6,9,0,N,1,2,3
47.24,1.62,M,39,40,5,0,15,7,1,N,0,2,3
73.62,1.61,V,18,0,0,6,0,9,0,N,2,4,4
52.63,1.71,V,55,140,2,3,0,2,0,N,0,0,0
46.66,1.61,M,46,100,0,3,6,20,0,N,1,2,1
94.74,1.78,V,39,0,0,3,0,0,0,N,1,3,4
80.46,1.66,M,37,0,0,0,0,2,0,N,2,2,2
64.28,1.61,M,48,0,3,4,1,12,0,N,0,1,1
92.04,1.74,V,54,0,10,0,13,7,1,N,1,1,2
79.59,1.68,V,40,0,19,2,7,5,0,N,2,2,2
87.97,1.76,M,67,0,9,2,18,10,0,S,1,2,3
83.65,1.64,M,28,0,0,7,4,4,0,N,3,4,2
51.41,1.69,M,38,110,8,2,9,8,0,N,3,4,3
84.53,1.75,V,45,0,18,2,16,16,0,N,1,2,2
96.86,1.85,V,30,10,0,0,9,2,0,N,0,0,0
48.41,1.64,M,47,100,0,0,13,1,0,N,1,3,3
90.53,1.74,V,35,0,0,1,11,1,2,N,1,1,2
74.01,1.62,M,23,0,15,0,0,4,0,N,3,3,3
47.82,1.63,M,52,80,8,2,12,10,0,N,2,3,4
81.06,1.79,V,68,0,13,2,0,0,0,N,0,0,0
54.5,1.74,V,30,70,0,3,0,3,2,N,0,3,4
89.62,1.74,V,30,0,1,1,0,3,6,N,1,1,1
44.37,1.57,M,61,130,0,1,24,11,0,N,2,4,2
99.17,1.78,V,48,0,0,0,5,7,0,N,1,2,3
85.97,1.69,V,58,0,4,4,20,6,2,N,1,3,2
51.41,1.69,M,18,190,0,2,13,1,0,S,1,3,2
54.45,1.65,M,23,30,11,3,16,16,0,N,0,0,1
81.57,1.68,M,42,0,0,0,5,1,0,N,1,4,4
75.85,1.62,M,47,0,0,0,4,3,0,N,1,1,1
72.7,1.62,M,21,0,0,0,0,0,0,N,0,0,0
55.76,1.76,V,25,60,6,7,0,0,0,N,3,4,4
84.67,1.68,M,18,0,0,0,0,0,0,N,1,2,3
88.06,1.68,V,18,0,10,1,16,9,0,N,3,1,0
86.5,1.78,V,33,0,0,0,4,0,0,N,0,2,2
84.31,1.72,V,41,0,10,1,7,6,0,N,0,0,0
79.87,1.68,V,35,0,13,0,5,0,0,N,0,3,1
76.77,1.65,M,26,0,3,2,0,0,0,N,0,2,2
49.6,1.66,M,43,40,0,3,0,2,0,N,2,3,2
77.98,1.66,M,31,0,1,0,6,3,1,N,0,0,1
98.7,1.74,M,31,0,0,3,14,5,0,N,2,4,4
50.2,1.67,M,52,90,0,0,0,0,0,N,1,1,1
64.92,1.71,V,28,30,0,2,5,0,0,N,2,2,3
100.12,1.8,V,48,0,0,1,12,8,2,N,3,4,4
86.2,1.73,V,31,0,0,0,0,4,0,N,2,4,3
77.69,1.69,V,64,0,0,2,4,0,3,N,1,4,3
94.33,1.75,V,27,0,6,0,14,5,0,N,1,3,3
92.43,1.83,V,18,0,3,2,5,9,0,N,2,3,2
73.12,1.69,M,55,0,6,0,7,9,0,N,0,0,1
64.72,1.59,M,67,0,0,0,0,7,0,N,0,1,1
53.87,1.73,V,49,50,3,0,6,11,0,N,1,3,1
94.33,1.75,V,54,0,0,0,12,0,0,N,0,0,0
58.97,1.81,V,52,60,5,2,0,0,0,N,0,1,0
46.66,1.61,M,36,130,0,2,0,6,0,N,2,2,0
53.25,1.72,V,52,90,5,2,9,4,4,N,2,3,2
68.89,1.79,V,44,30,0,0,2,0,0,N,1,2,1
72.96,1.62,M,29,0,0,0,1,6,0,N,1,2,4
55.12,1.75,V,40,50,0,5,0,6,0,N,3,4,3
85.08,1.74,V,25,10,0,0,10,3,0,N,1,2,2
56.39,1.77,V,53,80,0,0,4,0,0,N,4,4,4
98.54,1.69,V,22,0,0,4,18,7,0,S,1,1,2
79.87,1.68,M,20,0,16,3,25,12,3,N,2,4,3
111.96,1.82,V,47,0,2,0,14,1,0,N,2,3,4
83.52,1.7,V,26,0,0,1,0,4,0,N,1,0,0
70.11,1.72,V,18,0,14,0,0,7,0,N,0,1,0
79.34,1.64,M,35,10,0,2,3,0,0,N,2,3,4
84.39,1.68,M,48,0,0,0,7,0,0,N,2,2,3
84.77,1.62,M,27,0,0,3,4,2,0,N,3,4,4
72.19,1.6,M,42,0,11,0,0,0,0,N,2,3,4
79.19,1.7,M,56,0,10,1,8,6,0,N,2,4,2
84.77,1.74,V,38,0,2,4,1,6,0,N,0,2,2
82.03,1.64,M,41,0,0,3,0,0,0,N,1,2,2
73.07,1.67,M,45,0,5,3,0,12,0,N,0,2,3
74.86,1.71,V,22,0,9,1,0,0,0,N,0,1,0
47.82,1.63,M,21,120,7,0,0,0,0,N,2,3,2
100.29,1.79,V,54,0,0,2,10,4,0,N,2,4,3
62.26,1.69,V,18,30,15,1,13,6,0,N,1,3,4
90.22,1.74,V,50,0,0,0,4,0,0,N,2,2,2
84.4,1.73,V,56,0,0,5,6,0,0,N,0,1,2
73.82,1.78,V,53,20,3,0,14,12,0,N,1,2,3
78.59,1.6,M,34,0,0,0,5,5,0,N,1,2,1
86.65,1.68,V,18,0,12,3,23,10,0,N,1,4,4
52.02,1.7,V,62,140,0,0,0,0,0,N,2,3,0
76.92,1.73,V,59,0,10,1,0,0,0,N,0,2,2
100.67,1.76,V,25,0,0,0,7,3,0,N,1,0,0
75.14,1.58,M,51,0,7,3,0,0,0,N,2,1,2
85.49,1.76,V,23,0,13,6,5,0,0,S,0,0,0
57.03,1.78,V,44,280,4,0,0,0,NA,N,2,1,3
50.8,1.68,M,38,70,15,0,5,6,0,N,1,3,4
83.3,1.75,V,23,0,0,2,0,0,0,N,0,2,2
86.59,1.74,M,68,0,0,2,3,9,0,N,2,3,3
89.91,1.77,V,43,0,1,4,0,9,0,N,2,4,3
98.71,1.82,V,60,0,4,0,22,18,0,N,1,1,1
96.64,1.81,V,18,0,0,4,0,0,0,N,0,2,3
50.03,1.64,M,18,40,0,1,0,0,0,N,2,1,0
89.92,1.74,M,49,0,0,1,11,0,0,N,2,2,1
91.82,1.71,V,38,0,0,0,28,21,0,N,1,2,4
64.43,1.76,V,41,30,0,1,0,4,0,N,0,1,2
94.76,1.74,V,47,0,0,2,4,6,3,N,3,4,4
52.63,1.71,M,46,40,0,2,0,0,0,N,0,2,1
78.41,1.65,V,50,0,0,1,0,0,0,N,1,2,2
73.95,1.68,V,80,10,0,0,1,0,0,N,1,0,0
83.97,1.69,V,40,0,0,1,0,3,2,N,2,1,2
83.83,1.68,V,21,0,9,6,7,3,1,N,1,1,1
73.1,1.71,M,27,0,6,0,0,3,0,N,1,2,2
74.92,1.63,M,50,0,9,6,0,0,0,N,0,1,1
77.05,1.65,M,39,10,2,8,1,1,0,N,2,4,3
90.53,1.74,V,30,0,6,0,12,8,3,S,2,2,1
67.22,1.76,V,57,10,5,0,0,3,0,N,0,1,0
70.71,1.72,V,58,20,5,1,12,4,0,N,2,3,3
68.38,1.56,M,39,0,5,3,0,0,0,N,0,2,4
53.87,1.73,V,55,140,0,0,5,0,2,N,2,4,4
64.51,1.54,M,28,0,0,0,0,1,0,N,1,3,2
85.34,1.67,V,35,0,0,0,16,22,0,N,3,4,4
70.25,1.61,M,54,0,11,0,8,6,0,N,2,4,3
79.29,1.72,M,47,0,0,2,1,2,0,N,0,1,0
93.06,1.7,M,44,0,0,2,0,0,0,N,3,4,4
88.46,1.72,V,50,0,0,4,1,0,0,N,3,4,3
73.21,1.57,M,18,0,0,6,0,2,0,N,0,2,2
93.78,1.78,V,38,0,0,5,0,1,0,N,0,1,0
92.72,1.86,V,39,0,7,0,3,0,0,S,0,0,0
84.52,1.81,V,33,10,2,2,2,3,0,N,1,2,0
78.11,1.74,V,34,0,0,0,0,3,0,N,0,1,0
54.5,1.74,V,20,120,0,0,0,2,0,N,2,0,0
94.3,1.77,V,62,0,0,0,12,0,0,N,1,1,0
86.16,1.81,V,57,0,2,1,0,0,0,N,0,1,0
97.4,1.79,V,35,0,2,0,0,5,0,N,2,2,4
86.41,1.7,V,29,0,0,0,9,7,0,N,1,1,0
102.16,1.89,V,41,0,0,8,0,11,0,N,1,4,3
85.4,1.69,V,44,0,0,1,13,8,0,N,1,3,2
79.58,1.72,V,51,0,20,0,0,0,0,S,1,3,3
76.99,1.61,M,47,0,0,3,13,0,0,N,1,1,0
72.19,1.6,M,18,0,0,0,0,0,0,S,1,4,4
99.49,1.78,V,53,0,0,0,29,12,0,N,1,1,1
83.11,1.69,V,50,0,5,2,0,1,0,N,2,2,2
78,1.64,M,26,0,2,0,7,7,0,N,2,3,3
46.66,1.61,M,27,150,3,0,5,1,5,N,2,1,1
78.14,1.57,M,29,0,0,0,13,0,0,N,2,2,1
88.9,1.76,V,24,0,13,1,1,0,0,N,1,2,3
91.07,1.76,V,21,0,0,0,16,11,0,N,1,0,0
93.86,1.74,M,26,0,0,0,14,9,0,N,2,2,2
95.24,1.77,V,43,0,0,0,31,19,0,N,0,2,3
77.81,1.72,M,67,0,0,0,0,8,0,N,0,1,1
87.14,1.71,M,18,0,0,2,14,6,0,N,0,4,4
97.05,1.82,V,45,0,11,2,19,11,0,N,0,1,1
82.84,1.64,M,28,0,0,1,18,10,2,S,1,2,1
71.55,1.76,V,18,20,0,0,3,12,8,N,1,2,2
92.69,1.71,V,21,0,0,0,0,0,2,N,2,4,4
50.2,1.67,M,51,120,3,2,0,5,0,N,1,1,2
50.8,1.68,V,43,100,0,1,0,2,0,N,2,2,0
72.23,1.67,M,39,0,8,5,0,0,0,N,1,1,0
94.74,1.71,M,40,0,0,1,0,0,0,N,3,4,3
88.59,1.73,V,39,0,7,0,0,1,0,N,3,3,4
88.75,1.79,V,46,0,0,4,0,0,0,N,1,2,1
102.06,1.73,V,48,0,0,3,14,6,0,N,3,3,3
94.93,1.77,V,43,0,0,10,0,0,0,N,2,3,3
52.02,1.7,V,38,50,0,0,0,0,0,N,3,4,4
91.26,1.75,V,38,0,0,0,2,0,0,N,1,1,2
79.64,1.66,M,48,0,0,0,0,0,0,N,1,1,1
95.68,1.68,M,26,0,0,4,0,3,0,N,3,3,4
92.18,1.75,V,25,0,0,3,0,0,0,N,2,4,4
85.23,1.78,V,66,0,6,1,0,0,0,N,1,2,2
49,1.65,V,58,60,0,2,13,1,0,N,2,2,2
91.58,1.73,V,50,0,0,1,16,11,0,N,3,4,3
60.48,1.54,M,18,0,3,1,0,0,0,N,1,2,0
57.67,1.79,V,46,50,9,0,10,7,0,N,1,1,2
75.52,1.6,M,46,0,0,3,0,1,0,N,2,2,2
86.47,1.77,V,35,0,0,2,0,0,0,N,0,2,0
86.08,1.68,V,37,0,5,0,11,3,2,N,1,2,2
72.83,1.69,M,53,20,15,0,42,21,0,N,1,2,2
79.97,1.63,M,34,0,2,5,9,0,0,N,1,1,0
75.31,1.64,M,50,0,0,1,9,3,0,N,0,1,1
95.86,1.75,V,43,0,0,4,0,0,0,S,2,3,3
42.14,1.53,M,38,90,7,0,5,10,0,N,1,3,3
100.52,1.74,V,35,0,0,10,5,0,0,N,1,1,1
65.41,1.58,M,33,0,8,4,0,6,0,N,1,2,2
92.82,1.69,V,34,0,3,0,3,0,0,N,3,3,3
80.34,1.7,V,35,0,5,4,0,3,0,S,1,3,3
80.31,1.62,M,57,0,1,4,0,0,0,N,1,2,3
69.73,1.61,M,52,0,0,3,1,0,0,N,1,3,2
97.43,1.77,V,50,0,0,3,8,3,0,N,0,1,1
90.53,1.74,V,23,0,0,1,5,0,0,N,0,1,3
85.68,1.74,V,69,0,0,0,0,1,0,N,2,3,1
60.15,1.77,V,45,40,0,3,23,7,4,N,2,3,2
81.97,1.69,V,43,0,0,0,14,5,0,N,0,1,0
96.64,1.78,V,47,0,0,3,8,5,0,N,2,3,1
72.27,1.63,M,35,0,4,0,0,0,0,N,1,3,3
51.41,1.69,V,63,100,0,1,11,13,3,N,2,2,3
48.41,1.64,M,26,180,0,5,18,12,0,N,2,4,3
80.41,1.71,V,18,0,10,5,1,1,0,N,1,2,2
89.1,1.82,V,47,10,0,4,0,0,1,N,2,2,2
88.75,1.79,V,48,0,0,0,1,5,0,N,1,1,0
75.69,1.74,V,52,0,0,5,0,7,4,N,0,3,2
54.5,1.74,V,25,30,3,0,4,10,2,N,2,4,3
82.63,1.63,M,18,0,0,2,14,5,0,N,1,1,0
96.67,1.73,V,38,0,0,0,0,3,0,N,3,3,3
101.23,1.81,V,32,0,0,0,14,5,5,N,2,4,4
54.5,1.74,V,37,190,11,0,7,13,0,N,2,3,3
91.09,1.83,V,23,0,6,4,0,10,0,N,0,1,0
57.03,1.78,V,38,140,6,6,2,0,7,N,0,2,2
72.69,1.65,M,40,0,7,0,0,0,0,N,1,1,1
63.25,1.62,V,61,20,0,0,13,11,4,N,1,3,4
87.72,1.77,V,34,0,0,0,0,0,0,S,2,4,2
75.12,1.69,M,60,10,0,3,0,1,0,N,1,3,3
82.08,1.7,M,52,0,0,0,1,2,0,N,1,4,4
49.34,1.62,M,66,40,0,2,9,5,0,N,1,1,0
65.87,1.62,M,37,20,5,0,14,2,0,N,2,4,4
76.25,1.63,M,36,0,0,2,6,8,0,N,2,4,4
82.41,1.62,M,41,0,0,2,0,0,0,N,3,4,4
61.16,1.74,V,28,30,0,0,0,0,0,N,1,2,1
76.39,1.58,M,36,0,0,0,16,10,0,N,1,2,2
54.5,1.74,V,40,140,0,2,0,4,0,N,2,1,1
96.53,1.7,V,46,0,4,1,17,7,0,S,2,3,4
85.29,1.62,V,52,0,0,0,25,5,0,N,1,3,3
60.94,1.84,V,32,60,0,3,11,7,0,N,0,0,0
64.83,1.63,M,66,0,14,1,1,0,0,N,1,4,4
75.74,1.72,M,73,0,6,0,0,4,0,N,0,2,2
89.88,1.7,M,59,0,0,3,0,0,0,N,3,4,4
97.49,1.74,V,41,0,0,3,24,22,1,N,1,1,2
86.99,1.7,M,37,0,0,1,0,0,0,N,1,4,4
88.08,1.78,V,28,0,0,0,0,4,1,N,2,2,2
52.27,1.65,M,57,30,2,0,7,0,NA,N,1,3,2
53.25,1.72,V,38,70,0,0,0,5,0,N,2,3,4
97.39,1.7,M,44,0,0,3,19,5,0,N,1,1,0
76.66,1.57,M,42,0,0,6,0,0,0,N,1,2,3
47.82,1.63,M,67,60,0,0,0,0,2,N,3,3,2
90.82,1.69,M,31,0,0,1,22,9,0,N,1,3,4
73.92,1.73,V,18,20,10,2,15,7,0,S,2,4,3
47.24,1.62,M,37,50,9,4,9,11,1,N,0,0,0
108.29,1.86,V,45,0,0,0,19,12,0,N,1,2,3
77.05,1.65,M,65,0,12,0,9,1,0,S,1,2,1
105,1.82,V,26,0,0,0,10,1,0,N,1,2,2
82.01,1.73,M,32,0,17,2,0,0,0,N,1,3,3
70.51,1.61,M,28,0,0,0,3,1,1,N,1,3,3
46.66,1.61,M,47,40,0,0,3,3,3,N,0,2,2
101.81,1.83,V,45,0,4,0,10,6,9,N,3,4,3
93.37,1.81,V,48,0,0,2,0,0,0,N,1,2,2
91.96,1.79,V,52,0,6,3,17,5,0,N,0,2,1
52.63,1.71,V,52,120,0,4,13,5,0,N,3,3,2
85.14,1.75,V,63,0,0,0,4,0,0,N,0,1,1
44.37,1.57,M,24,150,22,2,0,1,0,N,1,0,0
91.64,1.79,V,32,0,0,2,6,8,NA,S,0,1,3
80.17,1.72,V,30,0,0,0,9,13,0,S,2,4,3
82.76,1.65,M,41,0,7,0,12,9,0,N,2,4,4
78.95,1.65,M,26,0,0,2,0,0,0,N,0,1,0
74.01,1.62,M,32,0,6,0,0,0,1,N,2,3,3
105.33,1.82,V,18,0,0,0,13,4,0,N,1,3,3
52.63,1.71,V,37,60,2,0,0,0,0,N,2,2,3
78.09,1.75,V,23,0,10,0,2,0,4,N,0,1,0
83.65,1.64,M,72,0,0,1,8,2,0,N,2,3,3
49.6,1.66,V,21,120,0,2,4,6,1,N,2,2,0
95.4,1.82,V,55,0,0,0,13,8,11,N,1,2,3
78.41,1.65,M,47,0,14,0,0,0,0,N,2,3,3
85.62,1.67,M,24,0,2,4,0,0,0,N,3,4,4
49.6,1.66,M,44,60,8,4,0,0,0,N,1,2,3
68.5,1.62,M,38,20,7,7,0,0,0,N,2,3,3
87.69,1.73,V,36,0,0,0,0,8,0,N,3,4,4
54.5,1.74,V,39,50,0,0,13,10,1,N,1,3,3
73.89,1.58,M,36,0,4,4,0,4,0,N,2,3,2
90.83,1.74,V,44,0,0,0,0,8,0,N,2,2,2
96.65,1.76,V,18,0,0,0,16,9,0,N,1,1,0
91.12,1.72,V,55,0,0,1,13,5,0,N,3,4,4
108.42,1.76,V,42,0,0,0,27,5,0,N,2,4,4
80.83,1.69,M,49,0,0,4,0,0,0,N,0,2,2
84.4,1.73,M,46,0,5,1,0,0,0,N,1,2,3
78.61,1.7,V,62,0,7,0,0,2,0,N,0,1,2
75.96,1.65,M,40,0,2,0,4,0,0,N,1,3,1
78.59,1.6,M,26,0,0,2,10,5,0,N,0,1,0
71.65,1.66,M,48,0,0,0,0,10,1,N,2,3,2
82.96,1.74,V,71,0,12,5,0,10,1,N,2,2,1
82.08,1.7,V,58,0,10,6,0,5,0,N,2,2,3
74.05,1.65,V,48,0,0,0,0,3,0,N,1,4,4
77.51,1.72,M,42,0,4,0,0,6,0,N,2,4,4
86.79,1.73,M,53,0,0,2,0,4,0,N,1,2,2
82.36,1.7,V,40,0,0,0,9,0,2,N,0,2,4
74.4,1.66,M,46,0,1,1,27,26,0,S,0,1,1
83.11,1.64,V,18,0,0,3,13,4,0,N,1,1,0
79.31,1.68,M,42,0,7,2,14,11,0,N,0,0,0
92.04,1.74,V,46,0,0,2,12,10,0,N,1,4,4
72.25,1.8,V,51,0,15,1,4,4,0,N,1,3,0
81.44,1.74,V,46,10,0,0,10,10,0,N,0,2,3
69.38,1.6,M,73,0,0,3,0,0,0,N,0,1,0
83.34,1.77,V,41,0,6,0,17,7,0,N,0,1,0
71.4,1.58,M,54,0,5,2,0,5,0,N,2,3,4
90.1,1.64,V,34,0,0,6,9,5,0,N,2,4,4
83.56,1.74,V,18,0,6,3,0,1,0,N,0,2,2
79.34,1.64,M,61,0,0,4,0,2,0,N,0,2,2
60.24,1.71,V,39,30,0,1,9,6,0,N,1,3,3
47.82,1.63,M,18,90,0,6,3,3,1,N,1,1,0
50.2,1.67,M,55,90,0,0,11,10,0,N,1,1,1
89.75,1.8,V,40,0,18,2,15,6,4,N,0,2,4
90.35,1.71,V,38,0,2,3,0,0,0,N,3,4,4
71.38,1.62,M,55,0,17,3,0,0,0,N,1,2,2
73.7,1.64,M,46,0,5,0,8,7,0,N,1,1,2
